"Category","Year","Unit","Fleet","Estimate..metric.tonnes.","SD..log.","SD..natural."
"Gadus chalcogrammus",1982,1,"All_areas",2374459.78306977,0.0883999239649286,209902.064281149
"Gadus chalcogrammus",1983,1,"All_areas",5365046.39390924,0.0856637915624116,459590.21601051
"Gadus chalcogrammus",1984,1,"All_areas",3870541.18134664,0.0853025593952783,330167.069013692
"Gadus chalcogrammus",1985,1,"All_areas",4614563.90938808,0.105657644149713,487563.951444235
"Gadus chalcogrammus",1986,1,"All_areas",4289670.23871863,0.0877056191304014,376228.184152075
"Gadus chalcogrammus",1987,1,"All_areas",4609083.36388313,0.091505940156195,421758.506470403
"Gadus chalcogrammus",1988,1,"All_areas",6456251.5751197,0.0956393015281852,617471.391134694
"Gadus chalcogrammus",1989,1,"All_areas",5972155.22505245,0.0859538516342311,513329.744150756
"Gadus chalcogrammus",1990,1,"All_areas",6384235.10396648,0.103336629429853,659725.337131644
"Gadus chalcogrammus",1991,1,"All_areas",4500695.26479148,0.0888293784956261,399793.963169634
"Gadus chalcogrammus",1992,1,"All_areas",4183021.1749338,0.0888482392409241,371654.066100369
"Gadus chalcogrammus",1993,1,"All_areas",5063575.61771857,0.0844621834083932,427680.652526013
"Gadus chalcogrammus",1994,1,"All_areas",4525437.07852693,0.083748970048707,379000.69434686
"Gadus chalcogrammus",1995,1,"All_areas",4361823.76409492,0.0995244880893896,434108.277257681
"Gadus chalcogrammus",1996,1,"All_areas",2727101.5505345,0.0783364876153969,213631.556839375
"Gadus chalcogrammus",1997,1,"All_areas",3170486.47488825,0.0818930843667184,259640.916371563
"Gadus chalcogrammus",1998,1,"All_areas",2384471.66602262,0.0813397399553948,193952.305245287
"Gadus chalcogrammus",1999,1,"All_areas",3246004.55425615,0.0919269362947495,298395.253871572
"Gadus chalcogrammus",2000,1,"All_areas",4606323.85287197,0.0849820277471476,391454.741477114
"Gadus chalcogrammus",2001,1,"All_areas",3863190.44102433,0.0834720024501958,322468.241958756
"Gadus chalcogrammus",2002,1,"All_areas",4329298.34750767,0.0773672766779381,334946.023072966
"Gadus chalcogrammus",2003,1,"All_areas",7133794.72769198,0.0906023312430691,646338.432938409
"Gadus chalcogrammus",2004,1,"All_areas",3705752.65394399,0.079739066538192,295493.257446922
"Gadus chalcogrammus",2005,1,"All_areas",4385927.77634172,0.084134059129287,369005.906871516
"Gadus chalcogrammus",2006,1,"All_areas",2717225.72672163,0.0861857726958813,234186.198846631
"Gadus chalcogrammus",2007,1,"All_areas",3733187.53296667,0.103819110751424,387576.209940903
"Gadus chalcogrammus",2008,1,"All_areas",2620167.36585005,0.0993174432394462,260228.323635662
"Gadus chalcogrammus",2009,1,"All_areas",1881670.83052941,0.105388903764246,198307.226074654
"Gadus chalcogrammus",2010,1,"All_areas",3281012.90112488,0.0991644585390498,325359.867799686
"Gadus chalcogrammus",2011,1,"All_areas",2753099.29525316,0.0851167211599351,234334.785039677
"Gadus chalcogrammus",2012,1,"All_areas",3155414.1971717,0.081755114232096,257971.24813935
"Gadus chalcogrammus",2013,1,"All_areas",4170822.01422314,0.0906901760565011,378252.582770227
"Gadus chalcogrammus",2014,1,"All_areas",7142313.55069365,0.0757105376536756,540748.399014149
"Gadus chalcogrammus",2015,1,"All_areas",6088888.31806563,0.0727437294703576,442928.444584587
"Gadus macrocephalus",1982,1,"All_areas",959744.377537782,0.0626011877761236,60081.1379953215
"Gadus macrocephalus",1983,1,"All_areas",1175697.53115878,0.0625193039455171,73503.7912985097
"Gadus macrocephalus",1984,1,"All_areas",971258.782483236,0.0616570584217946,59884.9594942499
"Gadus macrocephalus",1985,1,"All_areas",1084846.26805594,0.0657185059204615,71294.4758900251
"Gadus macrocephalus",1986,1,"All_areas",1074993.88658827,0.0575859977302402,61904.5955130941
"Gadus macrocephalus",1987,1,"All_areas",988433.169138868,0.0548741445651096,54239.4246162756
"Gadus macrocephalus",1988,1,"All_areas",891236.662071252,0.0578303321890239,51540.5122266173
"Gadus macrocephalus",1989,1,"All_areas",795689.946451505,0.0592953193053517,47180.6894429002
"Gadus macrocephalus",1990,1,"All_areas",671408.781830183,0.0645734890603031,43355.2076285028
"Gadus macrocephalus",1991,1,"All_areas",490139.532807684,0.05811701859271,28485.4483412064
"Gadus macrocephalus",1992,1,"All_areas",486411.175042891,0.0588125657528003,28607.0892151069
"Gadus macrocephalus",1993,1,"All_areas",620268.225097803,0.0558854931583561,34663.995650049
"Gadus macrocephalus",1994,1,"All_areas",1155286.36919558,0.0562755032441543,65014.3218175933
"Gadus macrocephalus",1995,1,"All_areas",902477.487042933,0.0576345403747305,52013.8751642613
"Gadus macrocephalus",1996,1,"All_areas",833482.560480444,0.0559362699410482,46621.9054941901
"Gadus macrocephalus",1997,1,"All_areas",555854.556636333,0.0538598112550965,29938.2215057182
"Gadus macrocephalus",1998,1,"All_areas",509905.608976656,0.0543154452466942,27695.7501853538
"Gadus macrocephalus",1999,1,"All_areas",532303.787118758,0.0613066934005039,32633.7850728168
"Gadus macrocephalus",2000,1,"All_areas",491239.996727563,0.0552134978821777,27123.0785189583
"Gadus macrocephalus",2001,1,"All_areas",737286.597371658,0.0553773448565145,40828.9741607364
"Gadus macrocephalus",2002,1,"All_areas",548312.195236958,0.0587558752970155,32216.5629671755
"Gadus macrocephalus",2003,1,"All_areas",592298.488478581,0.0639129373026981,37855.5361586144
"Gadus macrocephalus",2004,1,"All_areas",548830.069535395,0.055987323397796,30727.5265935131
"Gadus macrocephalus",2005,1,"All_areas",603491.068572944,0.0569250702015668,34353.7714445334
"Gadus macrocephalus",2006,1,"All_areas",517177.787375856,0.0597715674276514,30912.5269902195
"Gadus macrocephalus",2007,1,"All_areas",438975.486048076,0.0603780736809933,26504.4942407606
"Gadus macrocephalus",2008,1,"All_areas",404604.38764021,0.0605590415069808,24502.45390501
"Gadus macrocephalus",2009,1,"All_areas",403058.622281528,0.059460324665175,23965.9965399578
"Gadus macrocephalus",2010,1,"All_areas",753689.702172144,0.0592768448208215,44676.3475187093
"Gadus macrocephalus",2011,1,"All_areas",856183.966573599,0.0547742670705466,46896.8492466223
"Gadus macrocephalus",2012,1,"All_areas",742627.066265793,0.0573383605845784,42581.0185054157
"Gadus macrocephalus",2013,1,"All_areas",733894.188270727,0.0555394658876068,40760.0912345749
"Gadus macrocephalus",2014,1,"All_areas",966685.247981073,0.0570514084595946,55150.7549344326
"Gadus macrocephalus",2015,1,"All_areas",969865.510007331,0.0605680905134715,58742.9019960183
"Hippoglossoides elassodon",1982,1,"All_areas",191076.044617301,0.0794830296963832,15187.3029285844
"Hippoglossoides elassodon",1983,1,"All_areas",237929.055702715,0.0724341457493409,17234.1878987735
"Hippoglossoides elassodon",1984,1,"All_areas",252793.368233547,0.0774965037439191,19590.602207749
"Hippoglossoides elassodon",1985,1,"All_areas",248185.59822069,0.0766199596393805,19015.9705187448
"Hippoglossoides elassodon",1986,1,"All_areas",319976.287233516,0.0774516543712444,24782.6928058043
"Hippoglossoides elassodon",1987,1,"All_areas",372992.206065486,0.0842051321880434,31407.8580168541
"Hippoglossoides elassodon",1988,1,"All_areas",518442.887316025,0.079304653027831,41114.9332933442
"Hippoglossoides elassodon",1989,1,"All_areas",479366.602571212,0.0783195014034854,37543.75330286
"Hippoglossoides elassodon",1990,1,"All_areas",544980.490563143,0.0764897975613502,41685.4473980602
"Hippoglossoides elassodon",1991,1,"All_areas",502716.783095329,0.0751413573343188,37774.8214365253
"Hippoglossoides elassodon",1992,1,"All_areas",561045.160214391,0.0769292738510022,43160.7967729122
"Hippoglossoides elassodon",1993,1,"All_areas",561740.384084526,0.0763028960604588,42862.4181397638
"Hippoglossoides elassodon",1994,1,"All_areas",641533.491759366,0.0765536598748553,49111.7367264748
"Hippoglossoides elassodon",1995,1,"All_areas",547910.473055658,0.0800182723340631,43842.849447653
"Hippoglossoides elassodon",1996,1,"All_areas",568843.486846245,0.0756161801607336,43013.7715846256
"Hippoglossoides elassodon",1997,1,"All_areas",650849.730507808,0.0741316352500223,48248.5548245801
"Hippoglossoides elassodon",1998,1,"All_areas",629650.38076867,0.0803981200249,50622.7068867635
"Hippoglossoides elassodon",1999,1,"All_areas",352051.786833181,0.0764507619016221,26914.6273322241
"Hippoglossoides elassodon",2000,1,"All_areas",363058.270151141,0.073957828281134,26851.0011998836
"Hippoglossoides elassodon",2001,1,"All_areas",456629.137615033,0.0740307284498247,33804.5876890561
"Hippoglossoides elassodon",2002,1,"All_areas",462732.865890911,0.0704540118700641,32601.3868261471
"Hippoglossoides elassodon",2003,1,"All_areas",468017.230636381,0.0741094114793172,34684.4815246421
"Hippoglossoides elassodon",2004,1,"All_areas",571493.45641551,0.0715969578150278,40917.1928905456
"Hippoglossoides elassodon",2005,1,"All_areas",590949.798482699,0.0728476935811241,43049.3298416947
"Hippoglossoides elassodon",2006,1,"All_areas",548636.555513755,0.072164734396303,39592.2113087526
"Hippoglossoides elassodon",2007,1,"All_areas",516524.169393293,0.0738375319400182,38138.8698553686
"Hippoglossoides elassodon",2008,1,"All_areas",462635.528197601,0.0736305571726322,34064.1117090444
"Hippoglossoides elassodon",2009,1,"All_areas",351536.084258098,0.0803801083413272,28256.5085385518
"Hippoglossoides elassodon",2010,1,"All_areas",399673.380143179,0.0762547921579244,30477.0105338732
"Hippoglossoides elassodon",2011,1,"All_areas",461390.045022202,0.0773776231507628,35701.2650292414
"Hippoglossoides elassodon",2012,1,"All_areas",341524.686234173,0.0779334981143307,26616.2134906283
"Hippoglossoides elassodon",2013,1,"All_areas",422254.958922736,0.084112112686296,35516.7566872565
"Hippoglossoides elassodon",2014,1,"All_areas",466607.713495752,0.0756740411963343,35310.0913336049
"Hippoglossoides elassodon",2015,1,"All_areas",363234.886874464,0.0727078898815716,26410.0421560137
"Chionoecetes opilio",1982,1,"All_areas",404995.25556827,0.115180896217741,46647.7165002866
"Chionoecetes opilio",1983,1,"All_areas",355384.06826645,0.109212961046395,38812.5464040931
"Chionoecetes opilio",1984,1,"All_areas",310495.164673161,0.1413506123776,43888.6816668352
"Chionoecetes opilio",1985,1,"All_areas",131501.852692574,0.118717866499775,15611.6193924301
"Chionoecetes opilio",1986,1,"All_areas",202608.089405031,0.1508363539539,30560.6654874207
"Chionoecetes opilio",1987,1,"All_areas",578345.25907628,0.0982454749399556,56819.8046572209
"Chionoecetes opilio",1988,1,"All_areas",554632.287013966,0.0862150237975834,47817.6358238172
"Chionoecetes opilio",1989,1,"All_areas",617052.482058866,0.0808347090067195,49879.2578291024
"Chionoecetes opilio",1990,1,"All_areas",657145.724020304,0.07814235189029,51350.912409594
"Chionoecetes opilio",1991,1,"All_areas",740734.87502322,0.0813092637809875,60228.6073450398
"Chionoecetes opilio",1992,1,"All_areas",495444.80363055,0.0857448100016784,42481.8205536204
"Chionoecetes opilio",1993,1,"All_areas",515631.532493046,0.103686306895809,53463.9293232304
"Chionoecetes opilio",1994,1,"All_areas",483723.902370274,0.0977331008272235,47275.8369228921
"Chionoecetes opilio",1995,1,"All_areas",526627.414658808,0.0833465757307419,43892.5916977452
"Chionoecetes opilio",1996,1,"All_areas",520367.086969662,0.0786358728400617,40919.5200810996
"Chionoecetes opilio",1997,1,"All_areas",465085.806078821,0.076884047921837,35757.6794023303
"Chionoecetes opilio",1998,1,"All_areas",305434.282158273,0.0814755024317685,24885.4115987318
"Chionoecetes opilio",1999,1,"All_areas",138428.746967399,0.0797438096073728,11038.8356423554
"Chionoecetes opilio",2000,1,"All_areas",202722.921587823,0.0950984732167647,19278.6403290438
"Chionoecetes opilio",2001,1,"All_areas",282396.206197043,0.108474085705087,30632.6702738094
"Chionoecetes opilio",2002,1,"All_areas",129438.281427787,0.0946701349063165,12253.9395648104
"Chionoecetes opilio",2003,1,"All_areas",155242.449076731,0.109627068936866,17018.7746668628
"Chionoecetes opilio",2004,1,"All_areas",191992.46787961,0.102177295438856,19617.2711125701
"Chionoecetes opilio",2005,1,"All_areas",288714.035411702,0.0976671462509068,28197.8759212442
"Chionoecetes opilio",2006,1,"All_areas",208500.771837098,0.101897523103048,21245.712215274
"Chionoecetes opilio",2007,1,"All_areas",256751.713884002,0.0940660120259007,24151.6098058831
"Chionoecetes opilio",2008,1,"All_areas",211740.209239124,0.091565314318644,19388.0588128759
"Chionoecetes opilio",2009,1,"All_areas",239259.084292006,0.0882941605944182,21125.1800121519
"Chionoecetes opilio",2010,1,"All_areas",396260.223342361,0.101533584314585,40233.7207972479
"Chionoecetes opilio",2011,1,"All_areas",450582.929804956,0.104393993701243,47038.1515359462
"Chionoecetes opilio",2012,1,"All_areas",350559.127535632,0.0942141763494792,33027.6394625616
"Chionoecetes opilio",2013,1,"All_areas",288408.171068484,0.0903386654618391,26054.4092826166
"Chionoecetes opilio",2014,1,"All_areas",333223.791122039,0.0853665281265445,28446.1581372534
"Chionoecetes opilio",2015,1,"All_areas",197421.110681327,0.0849856287173528,16777.9572133307
"Hippoglossus stenolepis",1982,1,"All_areas",50548.040514554,0.0797726343039713,4032.35035074984
"Hippoglossus stenolepis",1983,1,"All_areas",52015.6018107334,0.0826370630281675,4298.41656528163
"Hippoglossus stenolepis",1984,1,"All_areas",77659.4634897311,0.0751709970262792,5837.73929904901
"Hippoglossus stenolepis",1985,1,"All_areas",63630.3204212618,0.0805454972319237,5125.13579735716
"Hippoglossus stenolepis",1986,1,"All_areas",77430.0249290124,0.0747827282820423,5790.4285151381
"Hippoglossus stenolepis",1987,1,"All_areas",76677.1427558187,0.075349445390801,5777.58018080221
"Hippoglossus stenolepis",1988,1,"All_areas",96060.5997714942,0.0781485420607317,7506.99582162173
"Hippoglossus stenolepis",1989,1,"All_areas",72778.7002169345,0.0807311475971179,5875.50798913974
"Hippoglossus stenolepis",1990,1,"All_areas",80706.8336924601,0.0787629880459555,6356.71137734615
"Hippoglossus stenolepis",1991,1,"All_areas",85800.9374068361,0.0705126629736835,6050.05258219435
"Hippoglossus stenolepis",1992,1,"All_areas",83471.3197910717,0.0660564259338798,5513.81705338212
"Hippoglossus stenolepis",1993,1,"All_areas",138404.642715185,0.0650152318898786,8998.40994076355
"Hippoglossus stenolepis",1994,1,"All_areas",148190.246118591,0.0581872046781281,8622.77618220464
"Hippoglossus stenolepis",1995,1,"All_areas",133449.489848775,0.0624996274621716,8340.54340056531
"Hippoglossus stenolepis",1996,1,"All_areas",153938.267261557,0.0661451430933985,10182.2687155655
"Hippoglossus stenolepis",1997,1,"All_areas",131905.164022633,0.067987303201531,8967.87638025441
"Hippoglossus stenolepis",1998,1,"All_areas",147097.055130348,0.0631614254077863,9290.85967532052
"Hippoglossus stenolepis",1999,1,"All_areas",116307.569572062,0.0668732366630159,7777.86362569266
"Hippoglossus stenolepis",2000,1,"All_areas",110558.916412942,0.0632632008629896,6994.31093622641
"Hippoglossus stenolepis",2001,1,"All_areas",132134.416180078,0.061622335114316,8142.43127398329
"Hippoglossus stenolepis",2002,1,"All_areas",95159.4187548407,0.0651878200152907,6203.23506255023
"Hippoglossus stenolepis",2003,1,"All_areas",115886.252407013,0.0644159360577309,7464.92142502022
"Hippoglossus stenolepis",2004,1,"All_areas",122314.147368092,0.0626004651244817,7656.92251654697
"Hippoglossus stenolepis",2005,1,"All_areas",123914.837072296,0.0603501166574403,7478.27487290079
"Hippoglossus stenolepis",2006,1,"All_areas",145460.618835298,0.0530267224003132,7713.29985515714
"Hippoglossus stenolepis",2007,1,"All_areas",132439.918643644,0.0583440094260905,7727.0758617354
"Hippoglossus stenolepis",2008,1,"All_areas",132592.570391195,0.0583219717996027,7733.06015119208
"Hippoglossus stenolepis",2009,1,"All_areas",150773.969953253,0.0606857327893153,9149.82885216736
"Hippoglossus stenolepis",2010,1,"All_areas",182885.98725851,0.0583197565725151,10665.8662574404
"Hippoglossus stenolepis",2011,1,"All_areas",179963.687727853,0.0601587336259051,10826.3875523555
"Hippoglossus stenolepis",2012,1,"All_areas",178980.294925008,0.0614225163971867,10993.4200998046
"Hippoglossus stenolepis",2013,1,"All_areas",176261.8530234,0.0621865341051169,10961.1137344708
"Hippoglossus stenolepis",2014,1,"All_areas",161384.432805213,0.0610645164881504,9854.86235796475
"Hippoglossus stenolepis",2015,1,"All_areas",160844.081487908,0.0603066573009213,9699.96890117274
